9.088746272027492523e-03,3.380327718332409859e-03,-1.847462803125381470e-01,-1.156420782208442688e-01,-2.874888665974140167e-02,1.111342385411262512e-01,1.752882450819015503e-02,-3.929210826754570007e-02,8.826894313097000122e-02,-2.720002830028533936e-02,2.223640680313110352e-02,2.097008004784584045e-02,-3.192500909790396690e-03,1.458762306720018387e-02,5.953663587570190430e-02,-1.121036559343338013e-01,4.726924747228622437e-02,7.644229382276535034e-02,-1.274751313030719757e-02,2.136103995144367218e-02,-9.653059393167495728e-02,-2.275966340675950050e-03,7.002820074558258057e-02,-1.097500398755073547e-01,7.577071432024240494e-03,-3.962059691548347473e-02,-2.228893712162971497e-02,1.792842894792556763e-02,-3.651630878448486328e-02,-2.676088511943817139e-01
3.290621563792228699e-02,-1.642489805817604065e-02,3.490953519940376282e-02,-4.419218376278877258e-02,-1.360084116458892822e-02,-5.697832908481359482e-03,-5.499702319502830505e-02,-9.619969874620437622e-02,1.260459981858730316e-02,-1.715250499546527863e-02,2.663012407720088959e-02,9.289030916988849640e-03,3.899071365594863892e-02,-1.124541275203227997e-02,-2.884608134627342224e-02,-5.042387545108795166e-02,-2.578688971698284149e-02,-7.453111559152603149e-02,-1.460181269794702530e-02,-8.766701072454452515e-02,6.186646595597267151e-02,-7.071994245052337646e-02,3.226192435249686241e-03,-3.026506304740905762e-02,-8.528315462172031403e-03,7.499145343899726868e-03,-4.661846905946731567e-02,2.731517702341079712e-02,1.430991943925619125e-02,9.573808056302368641e-04
5.094951763749122620e-02,-8.859679847955703735e-02,-7.333495188504457474e-03,1.564135961234569550e-02,5.594631657004356384e-03,-6.853700429201126099e-02,-1.213135793805122375e-01,1.271438449621200562e-01,-4.857921227812767029e-02,9.834007173776626587e-02,-1.917255073785781860e-01,-4.364640712738037109e-01,1.781007274985313416e-02,2.846008352935314178e-02,-7.687770575284957886e-02,9.491097182035446167e-02,-5.586635321378707886e-02,-2.843952476978302002e-01,-2.141504548490047455e-02,6.511926651000976562e-02,-1.545629352331161499e-01,9.819519519805908203e-02,-1.069319993257522583e-01,3.517778590321540833e-02,-4.327474161982536316e-02,-1.429414004087448120e-02,-1.808760338462889194e-03,-3.662546724081039429e-02,-1.689223339781165123e-03,-2.096020802855491638e-02
5.589165259152650833e-03,-1.341631636023521423e-02,3.896995261311531067e-02,-4.683706909418106079e-02,-7.710459828376770020e-02,-2.481868863105773926e-02,-4.122982919216156006e-02,5.897393450140953064e-03,1.068017557263374329e-01,-6.975999474525451660e-02,6.644652783870697021e-02,3.590526431798934937e-02,2.168717235326766968e-02,-1.507726758718490601e-01,-1.818004064261913300e-02,-8.193153887987136841e-02,-1.587079465389251709e-02,-2.304116031154990196e-03,-1.144984140992164612e-01,1.668095402419567108e-02,5.389465019106864929e-02,-1.952668465673923492e-02,2.032584045082330704e-03,-7.360465079545974731e-02,-6.377514451742172241e-03,-2.413075231015682220e-02,1.165740285068750381e-02,3.844069689512252808e-02,-5.145003553479909897e-03,-1.416297852993011475e-01
-4.833019897341728210e-02,3.201207891106605530e-02,-8.624359965324401855e-02,-1.327593922615051270e-01,-2.085838839411735535e-02,5.529893934726715088e-02,-6.365986913442611694e-02,-1.432059109210968018e-01,1.748411655426025391e-01,-1.260971575975418091e-01,-1.641137339174747467e-02,1.271796077489852905e-01,9.173718094825744629e-02,-8.318672329187393188e-02,9.405637532472610474e-02,-8.518704771995544434e-02,2.845289185643196106e-02,2.701118402183055878e-02,-3.174731507897377014e-03,-4.096490517258644104e-02,6.028126180171966553e-02,-2.978085353970527649e-02,2.918962202966213226e-02,-8.033497142605483532e-04,9.748145937919616699e-02,-1.248531267046928406e-01,8.099943399429321289e-02,-5.574646964669227600e-02,-4.600484296679496765e-02,-2.184479981660842896e-01
-1.017655134201049805e-01,6.280877441167831421e-02,-1.224893108010292053e-01,-8.339388668537139893e-02,-6.206319853663444519e-02,4.275923222303390503e-02,-5.469929426908493042e-03,-6.999635696411132812e-02,6.880174577236175537e-02,-5.944199860095977783e-02,-5.699004977941513062e-03,1.241937000304460526e-02,2.255938947200775146e-02,-3.084369748830795288e-02,1.772935874760150909e-02,-1.101696118712425232e-01,8.521963655948638916e-02,-2.545868279412388802e-03,-3.828243538737297058e-02,-6.900622695684432983e-02,-1.352450996637344360e-01,-7.151849567890167236e-02,6.290031969547271729e-02,-8.354203402996063232e-02,7.333387155085802078e-03,-8.636306226253509521e-02,6.935371458530426025e-02,-5.199708789587020874e-02,-2.455948852002620697e-02,-9.760197997093200684e-02
-1.188950911164283752e-01,-4.136934876441955566e-03,-5.759071558713912964e-02,-9.168770164251327515e-02,-6.208421662449836731e-02,6.490791589021682739e-02,5.131353065371513367e-02,-1.446884572505950928e-01,2.443807758390903473e-02,-1.115871742367744446e-01,-1.203104015439748764e-02,-7.489715516567230225e-02,-1.610018545761704445e-03,-1.111253425478935242e-01,4.376576282083988190e-03,-7.742935419082641602e-02,-4.229007661342620850e-02,5.629615858197212219e-02,-5.941154435276985168e-02,-7.490690797567367554e-02,1.220241263508796692e-01,-8.498334139585494995e-02,-3.873255848884582520e-02,-5.044094473123550415e-02,-6.332363933324813843e-03,-6.017050892114639282e-02,-5.027698818594217300e-03,-3.220579028129577637e-02,-6.415842473506927490e-02,-4.580209776759147644e-02
-7.594905793666839600e-02,-2.903747186064720154e-02,-2.791675925254821777e-02,-1.028926577419042587e-02,-3.618550673127174377e-02,-1.252467781305313110e-01,9.567859582602977753e-03,5.367344245314598083e-02,-2.208764478564262390e-02,1.603814959526062012e-02,-9.977587312459945679e-02,-5.256075039505958557e-02,-2.134677022695541382e-03,-2.917827479541301727e-02,-1.755306571722030640e-01,2.090594545006752014e-02,-3.950134292244911194e-02,-7.236990332603454590e-02,5.797255784273147583e-02,5.614377930760383606e-02,-1.671777805313467979e-03,6.541700661182403564e-02,5.504973977804183960e-02,-1.150699798017740250e-02,-3.832820430397987366e-02,-6.910904776304960251e-03,-7.405877113342285156e-02,-1.369869220070540905e-03,-3.612248599529266357e-02,-4.450207948684692383e-02
-9.835119545459747314e-02,-6.153118796646595001e-03,2.741349674761295319e-02,-7.109957933425903320e-02,-6.368396431207656860e-02,8.858238905668258667e-02,-7.395777851343154907e-02,-5.904820561408996582e-02,-1.820444315671920776e-02,-8.274557441473007202e-02,4.867674782872200012e-02,9.820463508367538452e-02,2.629907242953777313e-02,-6.788136810064315796e-02,-3.006199002265930176e-02,-7.342682778835296631e-02,1.991302473470568657e-03,2.263780683279037476e-03,-3.992508724331855774e-02,-6.826160848140716553e-02,8.442979305982589722e-02,4.419943317770957947e-03,7.441569864749908447e-02,-1.254978626966476440e-01,1.264752447605133057e-01,-2.679091412574052811e-03,7.085654884576797485e-02,-8.489485830068588257e-03,-3.024236112833023071e-02,-4.947290197014808655e-02
-9.520547091960906982e-02,5.415049195289611816e-02,-7.194854319095611572e-02,2.599416114389896393e-02,-4.636588320136070251e-02,9.837930649518966675e-02,-6.238786876201629639e-02,-9.092871844768524170e-02,6.903911009430885315e-03,-1.283208727836608887e-01,6.368612498044967651e-02,2.966658025979995728e-02,-4.709165915846824646e-02,-7.059326767921447754e-02,4.078322276473045349e-02,-1.176942065358161926e-01,1.723309233784675598e-02,7.687278091907501221e-02,-4.537984356284141541e-02,-5.003743246197700500e-02,-2.127548865973949432e-02,-9.330600500106811523e-02,5.859468132257461548e-02,-3.694853559136390686e-02,-5.417732521891593933e-03,-7.638712972402572632e-02,1.014756858348846436e-01,-3.243852406740188599e-02,-1.160729769617319107e-02,-8.370676636695861816e-02
