-1.397093087434768677e-01,4.661336913704872131e-02
-3.764722347259521484e-01,-3.500400856137275696e-02
-8.562997728586196899e-02,-3.982512950897216797e-01
6.708358973264694214e-02,-1.886532306671142578e-01
-4.363107681274414062e-01,-2.538577318191528320e-01
-9.100629389286041260e-02,-8.371220529079437256e-02
-1.646331846714019775e-01,-4.700141400098800659e-02
2.377444356679916382e-01,-1.767761260271072388e-01
-1.478350013494491577e-01,1.052911654114723206e-01
-1.585837155580520630e-01,-1.944456696510314941e-01
2.244632840156555176e-01,-3.871651589870452881e-01
-3.456932604312896729e-01,-3.957329690456390381e-01
2.670335955917835236e-02,-3.007372617721557617e-01
-3.482491150498390198e-02,1.375352144241333008e-01
-5.938411131501197815e-02,5.778195336461067200e-02
1.277105659246444702e-01,9.789203852415084839e-02
2.925435453653335571e-02,9.826750494539737701e-03
-6.455965340137481689e-02,-3.141880333423614502e-01
-4.354669153690338135e-02,-3.925234451889991760e-02
9.248360991477966309e-03,-1.603472679853439331e-01
3.488298356533050537e-01,-2.233374863862991333e-02
-1.094515901058912277e-02,-6.247751042246818542e-02
2.581529915332794189e-01,-1.579626500606536865e-01
-7.769051939249038696e-02,4.253462702035903931e-02
1.896063238382339478e-01,2.479107528924942017e-01
5.868909507989883423e-02,-9.269364923238754272e-02
1.532261669635772705e-01,-1.046234965324401855e-01
-1.241777241230010986e-01,7.832868956029415131e-03
-5.811598896980285645e-02,4.658131673932075500e-02
-8.218040317296981812e-02,7.988206297159194946e-02
