-2.847360670566558838e-01,4.252526909112930298e-02
1.925805360078811646e-01,-7.793970406055450439e-02
-1.827694326639175415e-01,4.478621482849121094e-02
-2.158409953117370605e-01,-6.707267463207244873e-02
-1.890474706888198853e-01,1.354136317968368530e-01
-1.756297796964645386e-01,-4.024316072463989258e-01
2.272727042436599731e-01,8.181222528219223022e-02
-1.744662672281265259e-01,-7.485122233629226685e-02
1.322062313556671143e-01,-7.742431759834289551e-02
-2.017379850149154663e-01,-4.277343302965164185e-02
3.386927247047424316e-01,3.030985407531261444e-02
3.711361289024353027e-01,-1.141511499881744385e-01
8.816741406917572021e-02,-9.174188226461410522e-02
4.654829390347003937e-03,1.989378333091735840e-01
1.391807794570922852e-01,-1.562612317502498627e-02
-1.784728169441223145e-01,-5.693308194167912006e-04
3.160275518894195557e-03,-1.667701452970504761e-01
3.570499718189239502e-01,-1.659449338912963867e-01
-2.437347918748855591e-01,-5.572276562452316284e-02
-2.687973976135253906e-01,-5.033705383539199829e-02
-1.065092310309410095e-01,-1.117449849843978882e-01
-1.151560768485069275e-01,8.290921151638031006e-02
4.589134082198143005e-02,-1.366381198167800903e-01
3.618818148970603943e-02,4.082887470722198486e-01
2.965614795684814453e-01,1.196469292044639587e-01
-1.191291362047195435e-01,5.614888295531272888e-02
1.426954381167888641e-02,-4.223023653030395508e-01
6.743574887514114380e-02,-2.280528284609317780e-02
-1.273356676101684570e-01,-9.657049924135208130e-02
-1.963750869035720825e-01,-5.893194675445556641e-02
