4.283247049897909164e-03,-3.263342007994651794e-02,-6.733197718858718872e-02,3.620760515332221985e-02,8.024354279041290283e-02,5.255816876888275146e-02,2.474671229720115662e-02,-4.070823267102241516e-02,5.506224185228347778e-02,1.008774563670158386e-01,-6.509155500680208206e-03,6.413698196411132812e-02,-3.339337185025215149e-02,6.376517564058303833e-02,6.840587593615055084e-03,3.879003599286079407e-02,7.737129926681518555e-02,-5.943972244858741760e-02,3.297591814771294594e-03,1.013119444251060486e-01,9.247215837240219116e-02,7.096762955188751221e-02,-1.979638077318668365e-02,1.620977744460105896e-02,-4.356412589550018311e-02,2.920862287282943726e-03,7.016811519861221313e-02,5.420627072453498840e-02,9.909804910421371460e-02,4.670343548059463501e-02,2.176117338240146637e-02,2.528759837150573730e-02,2.687749452888965607e-02,6.270588934421539307e-02,-8.549299091100692749e-02,2.912589162588119507e-02,5.576220527291297913e-02,6.326412409543991089e-02,1.038853973150253296e-01,3.846235573291778564e-02,-1.244611106812953949e-02,6.493433844298124313e-03,-1.012327894568443298e-02,-3.007986024022102356e-02,2.681502327322959900e-02,7.275117933750152588e-02,3.898910433053970337e-02,1.546836942434310913e-01,3.921690955758094788e-02,-1.016517449170351028e-02
-2.732681855559349060e-02,4.643005877733230591e-02,-3.318822383880615234e-02,-1.449865289032459259e-02,3.306516679003834724e-03,8.069442264968529344e-05,2.841587364673614502e-02,3.137914836406707764e-02,8.791291713714599609e-02,4.134624823927879333e-02,1.884600333869457245e-02,4.518583416938781738e-02,2.390632405877113342e-02,-2.477230317890644073e-02,6.485315412282943726e-02,-4.821871221065521240e-02,4.261610656976699829e-02,-1.074014976620674133e-01,6.568696815520524979e-03,-5.940959788858890533e-03,9.853978455066680908e-02,-3.582678735256195068e-02,-2.791846171021461487e-02,3.310326486825942993e-02,-3.408931940793991089e-02,5.788155645132064819e-02,2.512698248028755188e-02,-5.134205520153045654e-02,-1.336983288638293743e-03,5.185619741678237915e-02,-2.751332707703113556e-02,7.407830096781253815e-03,2.930257096886634827e-02,-4.532215744256973267e-02,-3.155684098601341248e-02,9.941701777279376984e-03,-9.586799889802932739e-03,7.993686944246292114e-02,1.608145609498023987e-02,-8.795266970992088318e-03,7.894081622362136841e-02,3.076106682419776917e-02,2.782265283167362213e-02,2.195575274527072906e-02,5.684162676334381104e-02,4.647104814648628235e-02,2.704066922888159752e-03,-2.425309736281633377e-03,6.976036727428436279e-02,-1.133256405591964722e-01
6.499654799699783325e-02,6.978531181812286377e-02,1.386180967092514038e-01,-6.976365298032760620e-02,4.164732247591018677e-02,1.824427768588066101e-02,-7.609885185956954956e-02,1.143741304986178875e-03,2.222866751253604889e-02,-6.238474044948816299e-03,6.881000101566314697e-02,-4.989323765039443970e-02,-2.490736916661262512e-02,-1.656455919146537781e-02,3.396902605891227722e-02,-4.247003048658370972e-02,3.539462387561798096e-02,4.421892389655113220e-02,1.081848666071891785e-01,-2.470017643645405769e-03,-7.482617627829313278e-03,2.006763964891433716e-02,-1.935583353042602539e-02,-2.936342172324657440e-02,1.472153142094612122e-02,-1.295976433902978897e-02,2.798557095229625702e-02,4.422896727919578552e-02,-1.306487713009119034e-02,-4.220702871680259705e-02,-4.394347593188285828e-02,-4.352790489792823792e-02,-3.787430748343467712e-02,1.942674815654754639e-02,-1.317258775234222412e-01,2.590215764939785004e-02,1.930865831673145294e-02,-2.691389434039592743e-02,7.970301806926727295e-02,5.812527984380722046e-02,3.302676975727081299e-02,4.631648585200309753e-02,9.584765881299972534e-02,-9.556195884943008423e-02,-8.684726804494857788e-02,-2.863962650299072266e-01,6.293651461601257324e-02,3.762979432940483093e-02,3.579632937908172607e-02,-4.250841215252876282e-03
4.579120129346847534e-02,-4.173692315816879272e-02,-4.142076522111892700e-02,-1.545901596546173096e-02,1.102632209658622742e-01,-4.937429446727037430e-03,-9.483567439019680023e-03,-3.932992741465568542e-02,-1.817241078242659569e-03,-2.977911382913589478e-02,1.363847963511943817e-02,7.930362969636917114e-02,6.291245669126510620e-02,-4.098016768693923950e-02,-3.768703900277614594e-03,7.224544137716293335e-02,5.374552682042121887e-02,4.317176528275012970e-03,9.502831846475601196e-02,1.760327965021133423e-01,9.428893774747848511e-02,4.702883772552013397e-03,7.699407637119293213e-03,2.175861271098256111e-03,-3.164942190051078796e-02,-1.057961396872997284e-02,3.418743982911109924e-02,-9.807082265615463257e-02,1.078357398509979248e-01,9.477708488702774048e-02,-2.048061229288578033e-02,-4.588629677891731262e-02,7.294347137212753296e-02,-9.376085549592971802e-02,-4.223584383726119995e-02,2.778996527194976807e-02,8.569674938917160034e-02,4.119893163442611694e-02,-3.380403155460953712e-03,1.236444488167762756e-01,-1.060653030872344971e-01,6.753452867269515991e-02,-1.242819055914878845e-02,4.751188680529594421e-02,8.441935479640960693e-02,5.165336281061172485e-02,4.827501252293586731e-02,-1.326948963105678558e-02,-6.982872635126113892e-02,7.091519981622695923e-02
9.096677601337432861e-02,-2.795176953077316284e-02,-5.785849690437316895e-02,-3.298283740878105164e-02,3.446573019027709961e-02,-6.395973265171051025e-02,3.056409955024719238e-02,1.648738607764244080e-02,-1.238707527518272400e-01,3.535780310630798340e-02,1.898309215903282166e-03,1.116697192192077637e-01,3.910821303725242615e-02,2.217015996575355530e-02,-7.584337145090103149e-02,-2.505874261260032654e-02,5.155077576637268066e-02,-5.713310465216636658e-02,3.148458898067474365e-02,-2.808520384132862091e-02,-1.969722658395767212e-02,-8.922400325536727905e-02,-4.577363282442092896e-02,-3.888891637325286865e-02,-1.829933971166610718e-01,-2.760591916739940643e-02,-3.301771730184555054e-02,1.856206543743610382e-02,-1.027874462306499481e-02,6.365726888179779053e-02,4.384971037507057190e-02,-1.287048775702714920e-02,3.621042892336845398e-02,-1.757368561811745167e-03,-1.492806971073150635e-01,2.995566837489604950e-02,1.955900155007839203e-02,9.411066025495529175e-02,3.029994294047355652e-02,5.729521438479423523e-02,-8.436966687440872192e-02,1.762820482254028320e-01,-9.722642600536346436e-02,-3.488998860120773315e-02,-1.153295580297708511e-02,-2.968136221170425415e-02,6.868544965982437134e-02,-1.448184158653020859e-02,4.192962124943733215e-02,-1.855884864926338196e-02
9.744160808622837067e-03,4.218456894159317017e-02,-1.953596714884042740e-03,2.028536424040794373e-02,5.856764689087867737e-02,9.839808940887451172e-02,2.389609813690185547e-02,-3.730811923742294312e-02,-2.673522382974624634e-02,8.697478473186492920e-02,5.594130139797925949e-03,4.757651686668395996e-02,7.842995226383209229e-02,2.647384628653526306e-02,2.237437479197978973e-02,-1.863317913375794888e-03,5.688315629959106445e-02,-3.714618086814880371e-02,6.565745174884796143e-02,9.300275146961212158e-02,5.545995756983757019e-02,4.213100299239158630e-02,1.520693115890026093e-02,-7.857565069571137428e-04,-1.174266636371612549e-02,3.151436895132064819e-02,3.446858003735542297e-02,-6.579256057739257812e-02,7.644855976104736328e-02,9.916296601295471191e-02,1.051809489727020264e-01,6.742101162672042847e-02,9.494029730558395386e-02,1.517350040376186371e-02,-7.560065388679504395e-02,8.275962620973587036e-02,7.735700905323028564e-02,1.271238029003143311e-01,1.602412015199661255e-01,7.228319346904754639e-02,-3.401824831962585449e-02,-3.604266792535781860e-02,1.367588620632886887e-02,-2.709986642003059387e-02,3.698834404349327087e-02,3.063855692744255066e-02,8.104042708873748779e-02,5.876818671822547913e-02,1.979770697653293610e-02,-6.791598349809646606e-02
6.503893435001373291e-02,4.114257916808128357e-02,8.925051242113113403e-02,-1.195785328745841980e-01,-1.157469153404235840e-01,4.545653983950614929e-02,-3.416320309042930603e-02,-5.674672871828079224e-02,-1.172740608453750610e-01,3.444626927375793457e-02,-3.180062770843505859e-02,2.004643529653549194e-02,1.292459014803171158e-02,2.990691550076007843e-02,4.357730597257614136e-02,-1.608094424009323120e-01,-6.113108992576599121e-02,-3.591233789920806885e-01,-2.478473931550979614e-01,-1.055080257356166840e-02,-3.651218116283416748e-02,-4.925433546304702759e-02,-9.602987021207809448e-02,-8.689291030168533325e-02,-2.709009647369384766e-01,-2.354137413203716278e-02,3.078070282936096191e-02,3.479097038507461548e-02,-1.311478111892938614e-02,1.934525184333324432e-02,1.327007710933685303e-01,-2.611600235104560852e-02,-7.150548696517944336e-02,7.169970124959945679e-02,-1.442560553550720215e-01,-6.665183603763580322e-02,-1.878550392575562000e-03,5.937873572111129761e-02,4.678881168365478516e-02,-7.165529578924179077e-02,-8.091994374990463257e-02,-3.040250577032566071e-02,-1.108493879437446594e-01,-2.092822454869747162e-03,-2.120605409145355225e-01,-1.003471165895462036e-01,9.256439283490180969e-03,-5.875957757234573364e-02,4.426039010286331177e-02,5.363923683762550354e-02
-1.631108820438385010e-01,-2.417855560779571533e-01,7.884168624877929688e-02,-1.147848293185234070e-01,6.696558743715286255e-02,-6.185832992196083069e-02,-1.595881581306457520e-02,2.527068927884101868e-02,-2.579438686370849609e-02,-2.676165699958801270e-01,-3.874114900827407837e-02,8.124069869518280029e-02,9.802766144275665283e-02,-1.564105451107025146e-01,-4.655805602669715881e-02,9.011887758970260620e-02,-5.011969059705734253e-02,7.062974572181701660e-02,1.213473677635192871e-01,-1.086907610297203064e-01,-2.431098185479640961e-02,-1.017231494188308716e-01,-2.138038724660873413e-01,-5.340984836220741272e-02,-2.443880401551723480e-02,-2.804711088538169861e-02,6.354223191738128662e-02,-2.602573037147521973e-01,-9.677227586507797241e-02,-5.611075088381767273e-02,-1.015432551503181458e-01,-7.970086485147476196e-02,-7.607414573431015015e-02,-1.873952746391296387e-01,2.327359840273857117e-02,-1.376836895942687988e-01,-9.398784488439559937e-02,1.299202144145965576e-01,-1.676236987113952637e-01,-2.098547071218490601e-01,-1.073389053344726562e-01,4.979797825217247009e-02,-5.290760099887847900e-02,-2.073500864207744598e-02,1.288984864950180054e-01,8.772344142198562622e-02,-3.316717445850372314e-01,-1.212547421455383301e-01,-2.995794117450714111e-01,1.223848313093185425e-01
2.906300686299800873e-02,1.248892992734909058e-01,-2.568085789680480957e-01,-1.262433528900146484e-01,-3.710377588868141174e-02,3.636355698108673096e-02,-6.107190623879432678e-02,-1.106852367520332336e-01,4.017724469304084778e-02,7.419079542160034180e-02,-9.632798284292221069e-02,-8.847228437662124634e-02,-6.892646104097366333e-02,3.277178108692169189e-02,-6.997876614332199097e-02,9.529168717563152313e-03,-4.049872979521751404e-02,4.334821552038192749e-02,-5.982655659317970276e-02,-1.228272728621959686e-02,4.262645915150642395e-02,-3.731935471296310425e-02,-5.775497760623693466e-03,-1.251790970563888550e-01,9.239815920591354370e-02,-2.677464485168457031e-02,4.453361779451370239e-02,4.595560580492019653e-02,-4.761436209082603455e-02,-1.369429081678390503e-01,3.326674550771713257e-02,-1.467134356498718262e-01,6.717506796121597290e-03,2.734923362731933594e-02,-2.712254822254180908e-01,4.872772470116615295e-02,-4.149660840630531311e-02,-4.360351711511611938e-02,7.781489938497543335e-02,-1.593658514320850372e-02,3.042450919747352600e-02,-4.449363052845001221e-02,-5.233530327677726746e-02,-6.034848839044570923e-02,3.586034057661890984e-03,-8.748084306716918945e-02,4.841622710227966309e-02,1.286175400018692017e-01,4.721375554800033569e-02,5.533475801348686218e-02
8.789055794477462769e-02,3.869424387812614441e-02,-2.143964320421218872e-01,7.388652861118316650e-02,1.960699073970317841e-02,-4.476903378963470459e-02,-1.039574295282363892e-01,4.142494127154350281e-02,-4.311395809054374695e-02,6.532901525497436523e-02,-2.815084904432296753e-02,-1.167783439159393311e-01,4.499441012740135193e-02,-8.545152842998504639e-03,1.287802029401063919e-02,3.068302758038043976e-02,6.853306666016578674e-03,-2.406821353361010551e-03,-5.758778750896453857e-02,2.475298382341861725e-02,-7.563465740531682968e-03,-9.338409639894962311e-03,-1.005856841802597046e-01,-9.731636382639408112e-03,-1.518748849630355835e-01,-6.183810159564018250e-02,-2.969902753829956055e-02,-1.088271010667085648e-02,-3.448787704110145569e-02,7.546135038137435913e-02,-9.307073056697845459e-02,-7.666403427720069885e-03,-3.609347343444824219e-02,7.035031169652938843e-02,5.464764684438705444e-02,-1.661727279424667358e-01,-3.579208254814147949e-02,4.533583298325538635e-02,9.556926786899566650e-02,-9.503538021817803383e-04,-9.172314405441284180e-02,-1.969037204980850220e-01,7.016029208898544312e-02,-5.482420325279235840e-02,-5.231742560863494873e-02,-2.048260532319545746e-02,8.274411410093307495e-02,3.473723679780960083e-02,2.924299240112304688e-02,-5.535945296287536621e-02
